"","meanDiff","tstat","pval","qval","bonf","meanControl","nearestGene","nearestRefseq","nearestGeneDist","name","annotation","description","region","distance","subregion","insideDistance","exonnumber","nexons","UTR","strand","geneL","codingL","Entrez","subjectHits"
"cg02418899",-0.0158845643705742,-5.56596700191693,6.99782946824874e-08,1.69384948252314e-05,0.0319460012403864,0.107097491069184,"ADCYAP1R1","NM_001118",0,"ADCYAP1R1","NM_001118","inside intron","inside",513,"inside intron",-295,1,17,"5' UTR","+",59017,43417,"117",5774
"cg23376821",-0.0105281262752192,-5.56553177033896,7.01330212471286e-08,1.69669506775784e-05,0.0320166359285904,0.106691640912866,"RUNX2","NM_001015051",0,"RUNX2","NM_001015051","inside intron","inside",1451,"inside intron",-670,1,7,"inside transcription region","+",128905,124728,"860",56083
"cg23043968",-0.0174917571868376,-5.5652048219448,7.02494719917535e-08,1.69831746391024e-05,0.0320697972073714,0.112299348147007,"WARS2","NM_015836",0,"WARS2","NM_015836","inside intron","inside",243,"inside intron",160,1,4,"5' UTR","-",106809,42324,"10352",2016
"cg04640886",-0.0278472555219878,-5.5651299934437,7.02761505017556e-08,1.69831746391024e-05,0.0320819762940079,0.101504973831,"MIR7-3HG","NM_174947",0,"MIR7-3HG","NM_174947","inside intron","inside",475,"inside intron",26,2,3,"inside transcription region","+",3451,3047,"284424",21493
"cg10078074",-0.00819697093056692,-5.56500497445885,7.03207453949482e-08,1.69831746391024e-05,0.032102334442484,0.0643961941253334,"SPRY4","NM_001127496",-32257,"SPRY4","NM_001127496","upstream","upstream",32257,NA,NA,NA,2,NA,"-",14628,899,"81848",52871
"cg12468056",-0.00954842934977228,-5.56492611000441,7.03488909243387e-08,1.69831746391024e-05,0.0321151832425426,0.0687719719365998,"KAT6A","NM_001099412",-456,"KAT6A","NM_001099412","promoter","promoter",456,NA,NA,NA,17,NA,"-",122508,116772,"7994",51184
"cg02548606",-0.00702291733903492,-5.5647864604243,7.0398756682907e-08,1.69862302376237e-05,0.0321379476095839,0.0853687723845076,"TSPAN3","NM_001168412",0,"TSPAN3","NM_001168412","inside exon","inside",271,"inside exon",0,1,6,"5' UTR","-",27210,24119,"10099",1167
"cg23865067",-0.0150586698620087,-5.56399374748949,7.0682470356465e-08,1.70456770152356e-05,0.0322674665898409,0.0954978287425525,"ARPP19","NM_006628",0,"ARPP19","NM_006628","inside intron","inside",742,"inside intron",422,2,4,"inside transcription region","-",21932,16958,"10776",3281
"cg21160151",-0.00944310174506557,-5.56344361794558,7.0880017664895e-08,1.70842922408945e-05,0.0323576495042542,0.0606544954807747,"RAPGEF6","NM_001164386",0,"FNIP1","NM_001008738","inside intron","inside",826,"inside intron",592,1,13,"inside transcription region","-",119466,119226,"96459",60457
"cg16281796",-0.00883894054554995,-5.56294293376712,7.10602772142093e-08,1.71187020221057e-05,0.0324399403318903,0.0805195604125704,"PEX26","NM_001127649",0,"PEX26","NM_001127649","inside exon","inside",103,"inside exon",0,1,5,"5' UTR","+",13037,9698,"55670",37372
"cg15582311",-0.0256052789703623,-5.56258272797114,7.11902371108735e-08,1.7135961811883e-05,0.0324992687141962,0.0997484021125028,"SFPQ","NM_005066",-439,"SFPQ","NM_005066","promoter","promoter",439,NA,NA,NA,10,NA,"-",9542,8593,"6421",43529
"cg23669896",-0.0129836712201154,-5.56253632337565,7.12069964210044e-08,1.7135961811883e-05,0.032506919557142,0.0817259323534496,"RNF141","NM_016422",0,"RNF141","NM_016422","inside intron","inside",609,"inside intron",503,1,6,"5' UTR","-",29549,19242,"50862",31384
"cg12484370",-0.00980392162506895,-5.56221280213488,7.13239450500379e-08,1.71550622374225e-05,0.0325603081266279,0.0946354521883007,"NFIB","NM_001190737",0,"NFIB","NM_001190737","inside intron","inside",84012,"inside intron",-7450,2,9,"inside transcription region","-",317140,310322,"4781",30279
"cg12567315",-0.00713785169964851,-5.56109325418805,7.17300933879089e-08,1.72422723974912e-05,0.0327457201227944,0.116596180864317,"TSPAN13","NM_014399",0,"TSPAN13","NM_014399","inside exon","inside",283,"inside exon",0,1,6,"inside transcription region","+",30810,29523,"27075",20145
"cg07015494",-0.017164808648562,-5.56091669372227,7.17943512363505e-08,1.72422723974912e-05,0.0327750546659601,0.0881062415595015,"HIST2H2BE","NM_003528",0,"HIST2H2BE","NM_003528","inside exon","inside",1183,"inside exon",0,1,1,"3'UTR","-",2222,380,"8349",53311
"cg27294431",-0.00712733375946094,-5.56090162264768,7.17998388383919e-08,1.72422723974912e-05,0.0327775598276308,0.0567880841213181,"TPR","NM_003292",0,"TPR","NM_003292","inside exon","inside",147,"inside exon",0,1,15,"inside transcription region","-",18457,18235,"7175",47309
"cg12793744",-0.00640260860246445,-5.56069031599313,7.18768217908477e-08,1.72516843039986e-05,0.0328127035462053,0.0664475851133027,"NEMF","NM_001301732",0,"NEMF","NM_001301732","inside intron","inside",217577,"inside intron",-68912,34,34,"inside transcription region","-",286512,286443,"9147",58299
"cg16494477",-0.0118501476580134,-5.56026518349929,7.20319493085132e-08,1.72733832573247e-05,0.0328835212746773,0.116873070413842,"FGF18","NM_003862",0,"FGF18","NM_003862","inside intron","inside",584,"inside intron",-15,1,5,"inside transcription region","+",37963,36605,"8817",56727
"cg26454191",-0.0100024243868606,-5.56023519858757,7.20429028788803e-08,1.72733832573247e-05,0.0328885217219463,0.0621609523457383,"ORMDL1","NM_001128150",0,"ORMDL1","NM_001128150","inside intron","inside",634,"inside intron",531,1,4,"5' UTR","-",14104,10828,"94101",59634
"cg15072796",-0.0134300828270102,-5.55969919437752,7.2238980797519e-08,1.73113038534477e-05,0.0329780338408178,0.0654639215642971,"SLK","NM_001304743",0,"SLK","NM_001304743","inside intron","inside",302,"inside intron",-118,1,18,"inside transcription region","+",59872,57974,"9748",60875
"cg00010046",-0.00878109641004778,-5.55899942458344,7.24957494208472e-08,1.73636616246836e-05,0.0330952520553592,0.0778651736602375,"MVD","NM_002461",0,"MVD","NM_002461","inside exon","inside",15,"inside exon",0,1,10,"inside transcription region","-",11147,10555,"4597",29628
"cg14661886",-0.0176437964468566,-5.55889664546694,7.25335373105949e-08,1.73636616246836e-05,0.0331125027182716,0.110401786198025,"PRRT3","NM_207351",-119,"PRRT3","NM_207351","promoter","promoter",119,NA,NA,NA,4,NA,"-",6852,3888,"285368",21716
"cg12769138",-0.0124874323121081,-5.55869981487082,7.26059578698449e-08,1.73666969593455e-05,0.0331455636450365,0.0702019427354289,"XIRP2","NM_001079810",-33942,"XIRP2","NM_001079810","downstream","downstream",405206,NA,NA,NA,11,NA,"+",371264,350643,"129446",7170
"cg21968598",-0.00804610121932063,-5.55865542262763,7.26223009977603e-08,1.73666969593455e-05,0.0331530244953905,0.0970987377794116,"MEX3C","NM_016626",-223,"MEX3C","NM_016626","promoter","promoter",223,NA,NA,NA,2,NA,"-",23131,20969,"51320",32289
"cg02345991",-0.00748803756277356,-5.55823363273372,7.27777631040413e-08,1.73863903801009e-05,0.0332239949679152,0.0727992364408068,"SRRM4","NM_194286",624,"SRRM4","NM_194286","promoter","promoter",624,NA,NA,NA,13,NA,"+",181556,174915,"84530",54715
"cg02747044",-0.00750171852427959,-5.55817094307522,7.28008967474054e-08,1.73863903801009e-05,0.0332345557768483,0.0593244906656788,"DSCR3","NM_006052",0,"DSCR3","NM_006052","inside exon","inside",289,"inside exon",0,1,5,"inside transcription region","-",44107,41750,"10311",1867
"cg08743556",-0.0070187468472988,-5.55812214644357,7.28189085672325e-08,1.73863903801009e-05,0.033242778406753,0.103613645427038,"RNF139","NM_007218",0,"RNF139","NM_007218","inside intron","inside",613,"inside intron",-89,1,2,"inside transcription region","+",13851,12534,"11236",4612
"cg09194650",-0.0120611208599704,-5.55774923774222,7.29567001797321e-08,1.74101840403293e-05,0.03330568206915,0.0709544284891124,"TCHP","NM_001143852",180,"TCHP","NM_001143852","promoter","promoter",180,NA,NA,NA,13,NA,"+",17795,13596,"84260",54255
"cg17314160",0.0285761240046833,5.55644707156549,7.34398529100207e-08,1.75163257949385e-05,0.0335262475715123,0.81751823791937,"GIT2","NM_001135213",0,"GIT2","NM_001135213","inside intron","inside",34941,"inside intron",-72,11,14,"inside transcription region","-",45695,45069,"9815",61091
"cg08957360",-0.00919443172703788,-5.55605791166754,7.35848501591221e-08,1.75251203906628e-05,0.0335924407006913,0.0981263832546378,"GCH1","NM_000161",0,"GCH1","NM_000161","inside intron","inside",512,"inside intron",8,1,5,"inside transcription region","-",57181,56899,"2643",19592
"cg08480906",-0.0112188465612839,-5.55605113030144,7.35873793028514e-08,1.75251203906628e-05,0.0335935952876826,0.106767567920955,"GAPDHS","NM_014364",0,"GAPDHS","NM_014364","inside exon","inside",11861,"inside exon",0,11,11,"3'UTR","+",11907,11642,"26330",19555
"cg16282101",-0.00534438804517305,-5.55603902869147,7.35918928681124e-08,1.75251203906628e-05,0.0335956557889006,0.0777772155939215,"FAHD2A","NM_016044",0,"FAHD2A","NM_016044","inside intron","inside",391,"inside intron",-218,1,8,"5' UTR","+",10431,7398,"51011",31532
"cg23949524",-0.0189361314639478,-5.55587112958112,7.36545424321809e-08,1.75308947493963e-05,0.0336242561293422,0.217997438228087,"ELK3","NM_001303511",2,"ELK3","NM_001303511","promoter","promoter",2,NA,NA,NA,5,NA,"+",73399,43613,"2004",12592
"cg11668448",-0.0103586220586501,-5.55571797644636,7.3711735041035e-08,1.75353649290193e-05,0.033650365298788,0.0672141629851448,"DERL1","NM_001134671",-154,"DERL1","NM_001134671","promoter","promoter",154,NA,NA,NA,8,NA,"-",29259,26675,"79139",49693
"cg26401236",-0.00916729998381823,-5.55554006065387,7.37782292182278e-08,1.75420420599483e-05,0.0336807207551008,0.0634351898615975,"AKAP10","NM_007202",-160,"AKAP10","NM_007202","promoter","promoter",160,NA,NA,NA,15,NA,"-",73404,71452,"11216",4560
"cg26625319",-0.0116811684802844,-5.55345314359935,7.4562570629212e-08,1.77193039071595e-05,0.0340387828056535,0.0766593084831854,"NCAPH","NM_001281710",0,"NCAPH","NM_001281710","inside intron","inside",476,"inside intron",-373,1,17,"5' UTR","+",39790,30550,"23397",16513
"cg06549128",-0.0179114123586953,-5.55203663108647,7.50995727078659e-08,1.78376333171623e-05,0.034283931235586,0.124429108227158,"OLFM2","NM_001304347",-258,"OLFM2","NM_001304347","promoter","promoter",258,NA,NA,NA,6,NA,"-",82676,82180,"93145",59160
"cg00041901",-0.00828414950481961,-5.55153946917323,7.5288939676435e-08,1.78733123861198e-05,0.0343703797185084,0.0554523451318135,"CD164","NM_001142401",-47,"CD164","NM_001142401","promoter","promoter",47,NA,NA,NA,7,NA,"-",16045,14099,"8763",56587
"cg01506871",-0.00558281890707093,-5.55112190222062,7.54483487418504e-08,1.79018461690168e-05,0.0344431520291884,0.0671241960069981,"PSMA1","NM_001143937",0,"PSMA1","NM_001143937","inside intron","inside",235,"inside intron",86,1,5,"inside transcription region","-",6479,5946,"5682",38920
"cg10795105",-0.0100835473369154,-5.5509078583029,7.55301889556892e-08,1.79119548834953e-05,0.0344805131507285,0.0969415287038329,"ZNF398","NM_020781",0,"ZNF398","NM_020781","inside intron","inside",589,"inside intron",-290,1,6,"inside transcription region","+",35558,32058,"57541",40283
"cg25607226",0.0185717272882546,5.54964703747305,7.60140255275027e-08,1.80173368824698e-05,0.0347013908356368,0.898128039827388,"PTPRN2","NM_002847",0,"PTPRN2","NM_002847","inside intron","inside",1010522,"inside intron",-488,18,22,"inside transcription region","-",1048732,1046953,"5799",41033
"cg11580341",-0.00739123718503903,-5.54936827637987,7.61214063713897e-08,1.80334258364412e-05,0.0347504115868222,0.0642901187557485,"NR3C2","NM_000901",-97,"NR3C2","NM_000901","promoter","promoter",97,NA,NA,NA,9,NA,"-",363757,355517,"4306",28820
"cg02550602",0.00483183731903381,5.54915700828339,7.62028868723914e-08,1.80433654018548e-05,0.034787608494776,0.0615722185167715,"ING1","NM_001267728",0,"ING1","NM_001267728","inside intron","inside",1212,"inside intron",-189,1,2,"inside transcription region","+",7811,5782,"3621",25578
"cg12184888",-0.0089042975635198,-5.54869504746046,7.63813491435441e-08,1.80762461594436e-05,0.0348690788415668,0.0767578423251227,"DEPTOR","NM_001283012",0,"DEPTOR","NM_001283012","inside intron","inside",550,"inside intron",-241,1,7,"inside transcription region","+",177257,175856,"64798",44419
"cg20921688",-0.00649521324978725,-5.54829415201124,7.65365510144656e-08,1.81035909395164e-05,0.0349399305132667,0.0679175911085255,"MPHOSPH10","NM_005791",0,"MPHOSPH10","NM_005791","inside exon","inside",356,"inside exon",0,1,11,"inside transcription region","+",19788,19349,"10199",1521
"cg22791632",-0.0097644225954964,-5.54762313286514,7.67970160165904e-08,1.81557929429217e-05,0.0350588361727817,0.0505527343922035,"ZNF763","NM_001012753",0,"ZNF763","NM_001012753","inside intron","inside",39965,"inside intron",12004,2,4,"inside transcription region","+",55315,53898,"284390",21471
"cg04213235",-0.00755247170410899,-5.54653280167171,7.72220858164835e-08,1.82468354359939e-05,0.0352528860623403,0.059283211514748,"NBPF20","NM_001278267",0,"GPR89A","NM_001097612","inside exon","inside",171,"inside exon",0,1,13,"5' UTR","-",61960,61734,"653519",45096
"cg18130076",-0.00788227444353292,-5.54634737857748,7.72946014734326e-08,1.82545216774139e-05,0.0352859904024411,0.0750672673941158,"RBM14-RBM4","NM_001198845",27,"RBM14-RBM4","NM_001198845","promoter","promoter",27,NA,NA,NA,3,NA,"+",28050,4420,"100526737",780
"cg23320862",-0.0259615029146713,-5.54532160435298,7.76969640246292e-08,1.834005901643e-05,0.0354696741377755,0.124427124788775,"TBX5","NM_000192",0,"TBX5","NM_000192","inside intron","inside",2315,"inside intron",1686,1,8,"5' UTR","-",54512,46385,"6910",46390
"cg16673702",-0.0100570030751005,-5.54484412806193,7.78849507942144e-08,1.83749315462115e-05,0.0355554925419192,0.108642613234536,"SDC2","NM_002998",0,"SDC2","NM_002998","inside intron","inside",1710,"inside intron",-1032,1,5,"inside transcription region","+",118155,115276,"6383",43029
"cg01398181",0.0176906869401311,5.54451514425692,7.80147325454517e-08,1.83960431810547e-05,0.0356147395985218,0.896446787298146,"CACNA1C","NM_000719",0,"CACNA1C","NM_000719","inside intron","inside",50477,"inside intron",-50371,1,46,"5' UTR","+",577624,205060,"775",49061
"cg20725522",-0.0167748875921482,-5.54438469262008,7.8066253110935e-08,1.83986883874199e-05,0.0356382594064323,0.0925584862128309,"STRIP1","NM_001270768",0,"STRIP1","NM_001270768","inside intron","inside",2917,"inside intron",-2853,1,21,"5' UTR","+",23225,15194,"85369",55777
"cg07838680",-0.0117244141772666,-5.54392648018317,7.82474824181167e-08,1.84318849025499e-05,0.0357209929411417,0.129692296793718,"MTFP1","NM_001003704",0,"MTFP1","NM_001003704","inside exon","inside",95,"inside exon",0,1,3,"5' UTR","+",3430,2793,"51537",32797
"cg08769300",-0.00962278285720763,-5.54327958858339,7.85040350761633e-08,1.84808144847932e-05,0.0358381125647245,0.0908048824929735,"TRPC3","NM_001130698",0,"TRPC3","NM_001130698","inside intron","inside",1174,"inside intron",885,1,12,"inside transcription region","-",72726,71944,"7222",47404
"cg10944783",-0.00810950806700428,-5.54319871998235,7.85361645791004e-08,1.84808144847932e-05,0.0358527801004988,0.0623181009980173,"PSMC3IP","NM_001256014",-248,"PSMC3IP","NM_001256014","promoter","promoter",248,NA,NA,NA,8,NA,"-",5521,4718,"29893",22756
"cg10865849",-0.00721949271294338,-5.54281078390594,7.8690471802478e-08,1.85075854476891e-05,0.0359232233539646,0.0711780515005035,"ZNF488","NM_153034",0,"ZNF488","NM_153034","inside intron","inside",60,"inside intron",-6,1,2,"5' UTR","+",18777,1022,"118738",5973
"cg03374559",-0.0180122790693592,-5.54235076276036,7.88738348319193e-08,1.85411590940391e-05,0.036006930960624,0.107554258907267,"TSPAN10","NM_001290212",0,"TSPAN10","NM_001290212","inside exon","inside",178,"inside exon",0,1,3,"5' UTR","+",8458,8228,"83882",53687
"cg16309729",-0.0183368638106863,-5.54200800908802,7.90107260221292e-08,1.85637795000207e-05,0.0360694235685403,0.0954276084412569,"PMVK","NM_006556",-179,"PMVK","NM_006556","promoter","promoter",179,NA,NA,NA,5,NA,"-",12276,11556,"10654",2949
"cg09032840",-0.0109682617007429,-5.54184281819486,7.90767836875923e-08,1.85697426705627e-05,0.0360995797515738,0.0759424810682638,"TOR1AIP1","NM_001267578",158,"TOR1AIP1","NM_001267578","promoter","promoter",158,NA,NA,NA,10,NA,"+",38035,35736,"26092",19107
"cg05031283",-0.0105391877563413,-5.54082295979782,7.94858050566858e-08,1.86561970816673e-05,0.0362863033238428,0.0735317414745661,"POLR2I","NM_006233",0,"POLR2I","NM_006233","inside intron","inside",800,"inside intron",-91,3,6,"inside transcription region","-",1595,1101,"5438",34301
"cg19277288",-0.0094826847267541,-5.54033588419348,7.96818768611382e-08,1.86926067068391e-05,0.0363758126515088,0.082795274786553,"VPS52","NM_001289174",1781,"VPS52","NM_001289174","downstream","downstream",23394,NA,NA,NA,20,NA,"-",21613,20834,"6293",42768
"cg16388829",-0.0105164142929932,-5.53971950718806,7.99306745036646e-08,1.87413415560819e-05,0.0364893920096915,0.131310759076585,"ARID5A","NM_006673",141,"ARID5A","NM_006673","promoter","promoter",141,NA,NA,NA,7,NA,"+",15907,15486,"10865",3512
"cg15377586",-0.00893726039451967,-5.53897167634753,8.0233549373102e-08,1.88026993454635e-05,0.0366276583249629,0.0908641747980246,"SP5","NM_001003845",4,"SP5","NM_001003845","promoter","promoter",4,NA,NA,NA,2,NA,"+",2641,1891,"389058",26817
"cg22031629",-0.0123427910692904,-5.53873370370649,8.03301637135481e-08,1.88099792747786e-05,0.036671764027363,0.0632389940521869,"THAP7","NM_001008695",0,"THAP7","NM_001008695","inside intron","inside",535,"inside intron",-168,2,4,"inside transcription region","-",2343,2031,"80764",52247
"cg13859216",-0.00989329336565961,-5.53860243008572,8.03835079032144e-08,1.88099792747786e-05,0.0366961163434201,0.0574805837785818,"HSPA9","NM_004134",0,"HSPA9","NM_004134","inside intron","inside",607,"inside intron",215,1,13,"5' UTR","-",18287,16292,"3313",24308
"cg23877323",-0.00824462891947594,-5.53859082701178,8.03882245743125e-08,1.88099792747786e-05,0.0366982695650931,0.0706177244046741,"ZNF774","NM_001004309",0,"ZNF774","NM_001004309","inside intron","inside",512,"inside intron",-345,1,4,"5' UTR","+",9238,6622,"342132",24832
"cg09674015",-0.0207182899238231,-5.53843064808312,8.04533651720065e-08,1.88155774051067e-05,0.0367280070947682,0.131979597540407,"PTK7","NM_001270398",0,"PTK7","NM_001270398","inside intron","inside",635,"inside intron",-462,1,20,"inside transcription region","+",84906,83997,"5754",40278
"cg05531055",-0.0113717433967933,-5.53809342359676,8.05906737637164e-08,1.88380390434693e-05,0.0367906902518955,0.0711631966046655,"TOM1","NM_001135729",0,"TOM1","NM_001135729","inside intron","inside",357,"inside intron",-253,1,15,"5' UTR","+",48719,29285,"10043",601
"cg15397725",-0.0133850895546495,-5.53709298076866,8.09993717239463e-08,1.89051627771508e-05,0.0369772661838139,0.0946594557533868,"TXNDC16","NM_001160047",0,"TXNDC16","NM_001160047","inside exon","inside",168,"inside exon",0,1,21,"5' UTR","-",121993,111253,"57544",40287
