"chr","start","end","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea","name","annotation","description","region","distance","subregion","insideDistance","exonnumber","nexons","UTR","strand","geneL","codingL","Entrez","subjectHits","corrToExprs","corrToExprsTstat","corrToExprsPvalue","corrToExprsPvalueBonf"
"chr17",16285290,16285290,0.130393782288364,0.130393782288364,80127,382574,382574,1,15,0.0636363636363636,0.007,0.263636363636364,0.027,"UBB","NM_001281716","inside exon","inside",923,"inside exon",0,2,2,"inside transcription region","+",1687,689,"7314",47932,-0.592637129077693,-11.563470425566,5.07456970900542e-25,3.29187337023182e-21
"chr12",49583496,49583496,-0.130382875861076,0.130382875861076,44201,297891,297891,1,12,0.0636363636363636,0.007,0.263636363636364,0.027,"TUBA1A","NM_001270399","promoter","promoter",389,NA,NA,NA,4,NA,"-",4529,3969,"7846",49342,0.396087094631749,6.77947022314899,8.75691820626401e-11,5.68061284040346e-07
"chr17",39889811,39889811,-0.130372423153725,0.130372423153725,82685,388686,388686,1,12,0.0636363636363636,0.007,0.263636363636364,0.027,"HAP1","NM_001079870","inside intron","inside",1087,"inside intron",606,1,10,"inside transcription region","-",12007,9933,"9001",57454,-0.55948829779113,-10.6088839531602,6.33670449039705e-22,4.11062020292057e-18
"chr3",8543732,8543732,0.130340711211032,0.130340711211032,124353,79272,79272,1,10,0.0636363636363636,0.007,0.263636363636364,0.027,"LMCD1","NM_001278233","inside intron","inside",239,"inside intron",-65,1,5,"5' UTR","+",66318,34823,"29995",22993,-0.28018983796205,-4.5872740068493,7.13235757145929e-06,0.0462676035660564
"chr7",128430626,128430626,-0.130182018652386,0.130182018652386,175785,202397,202397,1,11,0.0636363636363636,0.007,0.263636363636364,0.027,"CCDC136","NM_001201372","promoter","promoter",838,NA,NA,NA,10,NA,"+",30723,26365,"64753",44282,-0.677331460232848,-14.4697812726428,8.13195694150007e-35,5.2752004679511e-31
"chr20",36154388,36154388,-0.130127006157263,0.130127006157263,116992,438927,438927,1,11,0.0636363636363636,0.007,0.263636363636364,0.027,"BLCAP","NM_001167820","inside intron","inside",1945,"inside intron",1806,1,2,"5' UTR","-",10514,263,"10904",3612,-0.30246545663316,-4.98721731335456,1.15227071348472e-06,0.00747478011837536
"chr2",23913094,23913094,-0.130102242753263,0.130102242753263,101422,49211,49211,1,11,0.0636363636363636,0.007,0.263636363636364,0.027,"KLHL29","NM_025067","inside intron","inside",128072,"inside intron",1449,5,9,"inside transcription region","+",135792,134320,"114818",5307,0.7697452150971,18.9511587293418,3.98766065910997e-50,2.58679546956464e-46
"chr12",56109198,56109198,0.130058844733293,0.130058844733293,45165,300490,300490,1,11,0.0636363636363636,0.007,0.263636363636364,0.027,"BLOC1S1-RDH5","NR_037658","promoter","promoter",620,NA,NA,NA,4,NA,"+",6624,5654,"100528022",833,NA,NA,NA,NA
"chr2",45164495,45164495,-0.130052852433969,0.130052852433969,102983,52601,52601,1,11,0.0636363636363636,0.007,0.263636363636364,0.027,"SIX3","NM_005413","upstream","upstream",4542,NA,NA,NA,2,NA,"+",4179,2655,"6496",44662,-0.207126439154256,-3.32740501226605,0.00100960579009146,1
"chr17",17740468,17740468,-0.129963824135123,0.129963824135123,80366,383120,383120,1,10,0.0636363636363636,0.007,0.263636363636364,0.027,"SREBF1","NM_001005291","promoter","promoter",143,NA,NA,NA,20,NA,"-",25662,24195,"6720",45828,-0.533539904468736,-9.91426662468453,9.87407357901289e-20,6.40531153070566e-16
"chr3",45076599,45076599,0.129930959332592,0.129930959332592,126771,84384,84384,1,10,0.0636363636363636,0.007,0.263636363636364,0.027,"CLEC3B","NM_003278","inside intron","inside",8840,"inside intron",416,3,3,"inside transcription region","+",9804,9561,"7123",47002,0.184658182142649,2.95291295157065,0.00345011530401347,1
"chr21",22368940,22368940,0.129832378026585,0.129832378026585,119092,444461,444461,1,12,0.0636363636363636,0.007,0.263636363636364,0.027,"NCAM2","NM_004540","promoter","promoter",1693,NA,NA,NA,18,NA,"+",541884,539396,"4685",29907,0.266983703012795,4.35402481085386,1.95634972993852e-05,0.126908406981112
"chr1",9969424,9969424,-0.129801541252662,0.129801541252662,2442,6422,6422,1,14,0.0636363636363636,0.007,0.263636363636364,0.027,"CTNNBIP1","NM_001012329","inside intron","inside",892,"inside intron",728,1,5,"5' UTR","-",61982,21346,"56998",39328,-0.544423950402401,-10.2005125143375,1.2528797961711e-20,8.12743123776194e-17
"chr1",24469564,24469564,0.129779660284431,0.129779660284431,4591,11062,11062,1,7,0.0636363636363636,0.007,0.263636363636364,0.027,"IL22RA1","NM_021258","inside exon","inside",211,"inside exon",0,1,8,"inside transcription region","-",23514,21879,"58985",41519,0.372451141235468,6.30733019849372,1.29352316049298e-09,8.39108474211795e-06
"chr11",320439,320439,-0.129758494159536,0.129758494159536,29702,263162,263162,1,8,0.0636363636363636,0.007,0.263636363636364,0.027,"IFITM3","NM_021034","inside intron","inside",475,"inside intron",125,1,2,"inside transcription region","-",1241,1139,"10410",2168,NA,NA,NA,NA
"chr19",7459296,7459296,0.129743249697647,0.129743249697647,92588,414589,414589,1,11,0.0636363636363636,0.007,0.263636363636364,0.027,"ARHGEF18","NM_001130955","inside intron","inside",11576,"inside intron",-11206,2,21,"5' UTR","+",87481,29883,"23370",16450,-0.629136396914501,-12.7205959318261,7.15719812281523e-29,4.64287442227024e-25
"chr12",25405085,25405085,-0.129740309100114,0.129740309100114,43019,295318,295318,1,27,0.0636363636363636,0.007,0.263636363636364,0.027,"KRAS","NM_004985","promoter","promoter",1231,NA,NA,NA,6,NA,"-",45674,29943,"3845",26480,0.653828925510993,13.5806928420994,8.80657257023358e-32,5.71282362631053e-28
"chr17",73582961,73582961,0.129704077285981,0.129704077285981,86178,397517,397517,1,11,0.0636363636363636,0.007,0.263636363636364,0.027,"MYO15B","NM_001080847","promoter","promoter",1178,NA,NA,NA,33,NA,"+",27826,24741,"80022",51449,0.268980123167374,4.38911198882301,1.68521185705922e-05,0.109319693167432
"chr2",18061319,18061319,-0.129694197111656,0.129694197111656,101085,48617,48617,1,17,0.0636363636363636,0.007,0.263636363636364,0.027,"KCNS3","NM_001282428","inside intron","inside",1374,"inside intron",-1245,1,3,"5' UTR","+",54280,1475,"3790",26332,0.229096193988124,3.69890620678216,0.000266665247732281,1
"chr10",98481036,98481036,-0.129692331837249,0.129692331837249,26016,253355,253355,1,11,0.0636363636363636,0.007,0.263636363636364,0.027,"PIK3AP1","NM_152309","promoter","promoter",757,NA,NA,NA,17,NA,"-",127210,124817,"118788",5976,0.136040383232905,2.15810572540351,0.0318798161987423,1
"chr2",203878778,203878778,0.129658512976031,0.129658512976031,111658,70869,70869,1,12,0.0636363636363636,0.007,0.263636363636364,0.027,"NBEAL1","NM_001099273","promoter","promoter",824,NA,NA,NA,7,NA,"+",47609,45981,"65065",44777,-0.316008658719205,-5.23471189026098,3.52292608906868e-07,0.00228532215397886
"chr5",76114373,76114373,-0.129657190095916,0.129657190095916,148444,131496,131496,1,17,0.0636363636363636,0.007,0.263636363636364,0.027,"F2RL1","NM_005242","promoter","promoter",460,NA,NA,NA,2,NA,"+",16307,14618,"2150",13461,0.35873688566233,6.04002446249835,5.60268569870951e-09,3.63446221275286e-05
"chr2",26401640,26401640,-0.129648756086363,0.129648756086363,101657,49792,49792,1,7,0.0636363636363636,0.007,0.263636363636364,0.027,"GAREML","NM_001168241","inside intron","inside",5680,"inside intron",-2286,2,6,"inside transcription region","+",16572,15036,"150946",9577,-0.362119777191277,-6.10553187850157,3.92771537128245e-09,2.54790896135093e-05
"chr17",46652938,46652938,-0.129642732285763,0.129642732285763,83797,391772,391772,1,14,0.0636363636363636,0.007,0.263636363636364,0.027,"HOXB4","NM_024015","inside exon","inside",2805,"inside exon",0,2,2,"3'UTR","-",2874,1597,"3214",24084,-0.314024974344341,-5.19824450773977,4.20627454370645e-07,0.00272861029650238
"chr12",31480300,31480300,0.129576126225098,0.129576126225098,43354,295978,295978,1,15,0.0636363636363636,0.007,0.263636363636364,0.027,"FAM60A","NM_001135811","promoter","promoter",1141,NA,NA,NA,7,NA,"-",45639,15492,"58516",41310,-0.28235776025977,-4.6258293392062,6.01327296145214e-06,0.03900810170094
"chr1",145040886,145040886,0.129531708712237,0.129531708712237,11544,27290,27290,1,8,0.0636363636363636,0.007,0.263636363636364,0.027,"PDE4DIP","NM_001002810","inside intron","inside",35300,"inside intron",-19718,2,7,"inside transcription region","-",124425,123665,"9659",60547,0.337108566736131,5.62747697611617,4.92959677814069e-08,0.000319782942997986
"chr22",39548131,39548131,0.129473071886739,0.129473071886739,122711,453131,453131,1,11,0.0636363636363636,0.007,0.263636363636364,0.027,"CBX7","NM_175709","inside intron","inside",407,"inside intron",249,1,6,"inside transcription region","-",21759,18553,"23492",16720,-0.139293541627236,-2.21072187588019,0.0279682032450521,1
"chr3",48885665,48885665,0.129393819531459,0.129393819531459,127260,85547,85547,1,12,0.0636363636363636,0.007,0.263636363636364,0.027,"PRKAR2A","NM_004157","promoter","promoter",395,NA,NA,NA,12,NA,"-",100052,96011,"5576",37711,-0.256850473589214,-4.17685056890399,4.09677935925887e-05,0.265758077035123
"chr13",33589285,33589285,0.129374980486828,0.129374980486828,52148,317063,317063,1,15,0.0636363636363636,0.007,0.263636363636364,0.027,"KL","NM_004795","promoter","promoter",916,NA,NA,NA,4,NA,"+",45716,6810,"9365",59410,-0.726474979301185,-16.6146219476828,3.5658224390481e-42,2.3131490162105e-38
"chr12",120933194,120933194,-0.129295896429794,0.129295896429794,49075,309384,309384,1,13,0.0636363636363636,0.007,0.263636363636364,0.027,"DYNLL1","NM_001037494","inside intron","inside",25534,"inside intron",1024,2,3,"5' UTR","+",28638,1788,"8655",56298,-0.511889901857397,-9.36496286123381,4.83729210499394e-18,3.13795138850957e-14
"chr4",56720686,56720686,0.129222519707595,0.129222519707595,139243,111739,111739,1,10,0.0636363636363636,0.007,0.263636363636364,0.027,"EXOC1","NM_001024924","inside intron","inside",870,"inside intron",-722,1,18,"5' UTR","+",51428,46171,"55763",37728,0.371712451564082,6.29281289517035,1.40227350679726e-09,9.09654823859384e-06
"chr11",111384223,111384223,-0.129214144404729,0.129214144404729,38615,285571,285571,1,14,0.0636363636363636,0.007,0.263636363636364,0.027,"BTG4","NM_017589","promoter","promoter",1144,NA,NA,NA,6,NA,"-",44823,31104,"54766",34928,0.312627820067141,5.17260507078552,4.76202521121243e-07,0.0030891257545135
"chr6",168197177,168197177,0.129189929586397,0.129189929586397,166177,179451,179451,1,10,0.0636363636363636,0.007,0.263636363636364,0.027,"MLLT4","NM_001040000","upstream","upstream",30494,NA,NA,NA,28,NA,"+",125271,125129,"4301",28805,-0.244723107587584,-3.96674223791887,9.54086296141398e-05,0.618915780306925
"chr1",6531813,6531813,-0.129109734928584,0.129109734928584,1789,5132,5132,1,9,0.0636363636363636,0.007,0.263636363636364,0.027,"PLEKHG5","NM_001042663","inside intron","inside",48308,"inside intron",4,12,22,"inside transcription region","-",53969,51948,"57449",40022,-0.280651732442167,-4.59548213783538,6.87848606118882e-06,0.0446207390789319
"chr10",71561211,71561211,-0.129080386360661,0.129080386360661,23900,249051,249051,1,15,0.0636363636363636,0.007,0.263636363636364,0.027,"COL13A1","NM_001130103","promoter","promoter",433,NA,NA,NA,39,NA,"+",157260,156277,"1305",7311,-0.284264983863688,-4.6598119360917,5.16876507855293e-06,0.0335297790645728
"chr11",72929983,72929983,-0.129070746582959,0.129070746582959,36659,281535,281535,1,15,0.0636363636363636,0.007,0.263636363636364,0.027,"P2RY2","NM_002564","inside intron","inside",481,"inside intron",-281,1,3,"5' UTR","+",23970,1133,"5029",31008,-0.241843938214531,-3.91715598783904,0.000115896464494905,0.751820365178448
"chr3",112930187,112930187,-0.129066595540124,0.129066595540124,130268,91668,91668,1,12,0.0636363636363636,0.007,0.263636363636364,0.027,"BOC","NM_001301861","promoter","promoter",225,NA,NA,NA,4,NA,"+",40440,1128,"91653",58396,-0.657697643460116,-13.7219918758318,2.91063668309243e-32,1.88813001632206e-28
"chr7",75831678,75831678,0.129031302482869,0.129031302482869,172716,195412,195412,1,11,0.0636363636363636,0.007,0.263636363636364,0.027,"SRRM3","NM_001039212","inside intron","inside",462,"inside intron",-292,1,16,"5' UTR","+",85389,50775,"222183",14155,-0.0713045083331083,-1.12349807167357,0.262312398141308,1
"chr15",85174859,85174859,0.128979211417489,0.128979211417489,67806,352308,352308,1,9,0.0636363636363636,0.007,0.263636363636364,0.027,"SCAND2P","NM_022050","inside exon","inside",168,"inside exon",0,1,3,"5' UTR","+",6953,5506,"54581",34679,-0.369986879907629,-6.25895457411106,1.69194055210832e-09,1.09756183615267e-05
"chr2",232394702,232394702,-0.128977065647439,0.128977065647439,113499,74627,74627,1,12,0.0636363636363636,0.007,0.263636363636364,0.027,"NMUR1","NM_006056","inside intron","inside",480,"inside intron",367,1,3,"inside transcription region","-",7311,5318,"10316",1883,-0.383763857675259,-6.53142543385807,3.6619365342049e-10,2.37549822973872e-06
"chr20",31446183,31446183,-0.12894877945401,0.12894877945401,116588,437760,437760,1,7,0.0636363636363636,0.007,0.263636363636364,0.027,"MAPRE1","NM_012325","downstream","downstream",38484,NA,NA,NA,7,NA,"+",30512,22800,"22919",14879,0.392442116209322,6.70566232338175,1.34532408409913e-10,8.72711733355108e-07
"chr7",1787944,1787944,0.128944072208368,0.128944072208368,167448,183244,183244,1,7,0.0636363636363636,0.007,0.263636363636364,0.027,"ELFN1","NM_001128636","downstream","downstream",39146,NA,NA,NA,2,NA,"+",38792,2486,"392617",27226,-0.435683643450099,-7.60727361457004,5.8075289864675e-13,3.76734405352146e-09
"chr3",196440087,196440087,0.128935924155625,0.128935924155625,135499,102715,102715,1,10,0.0636363636363636,0.007,0.263636363636364,0.027,"PIGX","NM_001166304","inside intron","inside",842,"inside intron",-571,1,7,"inside transcription region","+",23631,21369,"54965",35553,-0.397189131365235,-6.80186011803482,7.68283472126805e-11,4.98385488368658e-07
"chr1",155827556,155827556,0.128918461315439,0.128918461315439,12757,30675,30675,1,7,0.0636363636363636,0.007,0.263636363636364,0.027,"GON4L","NM_001037533","inside intron","inside",1635,"inside intron",1538,1,32,"5' UTR","-",109681,103196,"54856",35202,0.520223028402562,9.57336674764905,1.11772974463759e-18,7.25071285346405e-15
"chr7",140774714,140774714,-0.128828134517288,0.128828134517288,176832,204596,204596,1,12,0.0636363636363636,0.007,0.263636363636364,0.027,"TMEM178B","NM_001195278","inside intron","inside",682,"inside intron",-221,1,4,"inside transcription region","+",406147,396475,"100507421",721,NA,NA,NA,NA
"chr19",34013247,34013247,0.12872205789889,0.12872205789889,95243,422108,422108,1,13,0.0636363636363636,0.007,0.263636363636364,0.027,"PEPD","NM_000285","promoter","promoter",448,NA,NA,NA,15,NA,"-",134944,134416,"5184",33325,0.737791034383207,17.1774742126306,4.22296172938747e-44,2.73943527385365e-40
"chr11",47235900,47235900,0.128630794947305,0.128630794947305,33592,273186,273186,1,9,0.0636363636363636,0.007,0.263636363636364,0.027,"DDB2","NM_000107","promoter","promoter",593,NA,NA,NA,10,NA,"+",24276,23712,"1643",10914,-0.227263720880335,-3.66770156189043,0.000299485070362867,1
"chr2",20865651,20865674,-0.113308367661543,0.226616735323086,101288,48985,48986,2,13,0.0727272727272727,0.008,0.118181818181818,0.012,"GDF7","NM_182828","promoter","promoter",750,NA,NA,NA,2,NA,"+",4826,4185,"151449",9661,0.294980357573297,4.85187245126192,2.16307143402178e-06,0.0140318443924993
"chr10",32216031,32216066,-0.11327679884654,0.226553597693079,21998,245189,245190,2,22,0.0727272727272727,0.008,0.118181818181818,0.012,"ARHGAP12","NM_001270695","inside intron","inside",1738,"inside intron",1544,1,13,"5' UTR","-",114617,94589,"94134",59675,0.0367144371835092,0.577401958623293,0.564191764849368,1
"chr2",6072283,6072744,0.113260113247931,0.226520226495861,100242,46956,46957,2,7,0.0727272727272727,0.008,0.118181818181818,0.012,"SOX11","NM_003108","downstream","downstream",239484,NA,NA,NA,1,NA,"+",8718,1325,"6664",45664,-0.235805897987255,-3.81352122210051,0.000172959086610315,1
"chr7",73275363,73275436,-0.113222335587842,0.226444671175683,172443,194845,194846,2,7,0.0727272727272727,0.008,0.118181818181818,0.012,"WBSCR28","NM_182504","promoter","promoter",53,NA,NA,NA,3,NA,"+",4734,4678,"135886",7783,-0.400785687451274,-6.87517478659236,4.99562415984315e-11,3.24066139249025e-07
"chr7",640338,640381,0.113120622624927,0.226241245249855,166957,181549,181550,2,7,0.0727272727272727,0.008,0.118181818181818,0.012,"PRKAR1B","NM_001164758","inside intron","inside",126932,"inside intron",-4396,7,11,"inside transcription region","-",178479,161075,"5575",37675,-0.126685490013298,-2.00719082717836,0.0458144874482016,1
"chr15",40600493,40600635,0.113104577298682,0.226209154597364,63917,343778,343779,2,8,0.0727272727272727,0.008,0.118181818181818,0.012,"PLCB2","NM_001284297","promoter","promoter",319,NA,NA,NA,32,NA,"-",20076,18957,"5330",33749,-0.443561183967208,-7.77813906921756,1.97532843537017e-13,1.28139555602463e-09
"chr11",67071646,67071885,-0.113009603977666,0.226019207955333,35672,278854,278855,2,15,0.0727272727272727,0.008,0.118181818181818,0.012,"SSH3","NM_017857","inside intron","inside",727,"inside intron",-19,2,13,"5' UTR","+",9159,4871,"54961",35545,0.542328610502877,10.1448505443341,1.87522156878282e-20,1.21645623166942e-16
"chr7",2119499,2119608,-0.112986701621323,0.225973403242647,167604,183786,183787,2,8,0.0727272727272727,0.008,0.118181818181818,0.012,"MAD1L1","NM_001013836","inside intron","inside",152975,"inside intron",-10525,12,18,"inside transcription region","-",335258,332004,"8379",53592,0.703726558613541,15.5670424764592,1.40179842497541e-38,9.09346638281547e-35
"chr6",33151274,33151512,0.112706732153437,0.225413464306873,158708,162190,162191,2,10,0.0727272727272727,0.008,0.118181818181818,0.012,"COL11A2","NM_001163771","inside intron","inside",8733,"inside intron",-2326,6,63,"inside transcription region","-",29776,28562,"1302",7259,-0.464737234185559,-8.24883407569818,9.44228632704253e-15,6.12521114035249e-11
